নাম/পদবী,সম্ভাব্য ধর্ম
তকিমন,মুসলমান
নিমবালা,হিন্দু
মুঞ্জুআরা,মুসলমান
অনুরানী,হিন্দু
সনতা,হিন্দু
খাজেবালা,হিন্দু
অশিতচন্দ্রপাল,হিন্দু
ভূদেব,হিন্দু
বিধবালা,হিন্দু
দেবেন্দ্রনাথ,হিন্দু
কাদুবালা,হিন্দু
চঞ্চবালা,হিন্দু
আমোনাথ,হিন্দু
সুরজিৎ,হিন্দু
জহিরোন,মুসলমান
সুরেন্দ্রনাথ,হিন্দু
দ্বিজেন্দ্রনাথ,হিন্দু
হেমেন্দ্রনাথ,হিন্দু
সন্যসী,হিন্দু
বিকাশচন্দ্র,হিন্দু
জুলাপ,মুসলমান
সনজ্যা,হিন্দু
সর্ববালা,হিন্দু
বিশ্বোনাথ,হিন্দু
বানোয়ার,আদিবাসী
সাধবালা,হিন্দু
ধানোয়ারা,মুসলমান-দুর্বল
মুমিনুর,মুসলমান-দুর্বল
সুক্ষবালা,হিন্দু
আলিপনুর,মুসলমান-দুর্বল
গ্যান্দো,আদিবাসী
সচিন্দ্রনাথ,হিন্দু
সধনবালা,হিন্দু
কাছোবালা,হিন্দু
অবিনাথ,হিন্দু
বুনিশ্বর,হিন্দু
রুঙ্গনাথ,হিন্দু
শোকোবালা,হিন্দু
পদবালা,হিন্দু
গংগাশ্বরী,হিন্দু
আসন্তী,হিন্দু
অগ্নিবালা,হিন্দু
সনচরিয়া,হিন্দু
থুবিয়া,মুসলমান-দুর্বল
যতিন্দ্রনাথ,হিন্দু
যগিন্দ্র,হিন্দু
সুন্দোদাসী,হিন্দু
বিসন,খ্রিস্টান
বিসনাথ,হিন্দু
সবিনাথ,হিন্দু
বিবিনাথ,হিন্দু
শাহাজামান,মুসলমান
জনাথ,হিন্দু
রোনজিত,হিন্দু
বিসোনাথ,হিন্দু
গ্যাংগী,আদিবাসী
খুদোবালা,হিন্দু
বিধোবালা,হিন্দু
ছবিবুর,মুসলমান-দুর্বল
দাসীয়া,হিন্দু
খরিবালা,হিন্দু
মিন্নাতুন,মুসলমান
গৌরবিনী,হিন্দু
নুরাজাহান,মুসলমান
মলশ্বরী,হিন্দু
বিদাশী,হিন্দু
আলোশ্বরী,হিন্দু
সিচেন,আদিবাসী
মজিন্দ্র,হিন্দু
এমদদাদুল,মুসলমান-দুর্বল
মুঞ্জয়ারা,হিন্দু
উনোবালা,হিন্দু
বদ্যিনাথ,হিন্দু
সদিনাথ,হিন্দু
সিতামনী,হিন্দু
রামজিত,হিন্দু
মাতুরানী,হিন্দু
উলো,আদিবাসী
রসরানী,হিন্দু
দিবারানী,হিন্দু
বাহারু,মুসলমান
জয়ান্তী,হিন্দু
সোলরানী,হিন্দু
পরিনাথ,হিন্দু
লখিন্দ্রর,হিন্দু
সনজামুনি,হিন্দু
জয়ো,হিন্দু
মহশ্বরি,হিন্দু
বিনোশ্বরি,হিন্দু
মনেরঞ্জন,হিন্দু
বলাইদাস,হিন্দু
মিঠনদাস,হিন্দু
পুষনোদাস,হিন্দু
জয়সেন,হিন্দু
চন্দ্রাবতি,হিন্দু
দুলোরানী,হিন্দু
হিমোলাদাসী,হিন্দু
কাননবালা,হিন্দু
কুলোদাসী,হিন্দু
রায়শ্বরী,হিন্দু
ঝালোদাসী,হিন্দু
কিশনাথ,হিন্দু
শ্বরসতি,হিন্দু
লক্ষিবালা,হিন্দু
কুঞ্জবালা,হিন্দু
গেদুবালা,হিন্দু
সারুল,মুসলমান-দুর্বল
কমলারানী,হিন্দু
জুলিওস,খ্রিস্টান
মনিস্বর,হিন্দু
উলুয়া,আদিবাসী
মনুবালা,হিন্দু
চন্দ্রবতী,হিন্দু
লখশ্বরী,হিন্দু
দুলোশ্বরী,হিন্দু
